date	External	Internal
2015-02-15T14:55:05	3.875	4.063
2015-02-15T14:55:10	3.937	4.063
2015-02-15T14:55:15	3.937	4.125
2015-02-15T14:55:20	3.937	4.063
2015-02-15T14:55:25	3.937	4.063
2015-02-15T14:55:30	3.937	4.063
2015-02-15T14:55:35	3.937	4.125
2015-02-15T14:55:40	3.937	4.125
2015-02-15T14:55:45	3.937	4.125
2015-02-15T14:55:50	3.937	4.063
2015-02-15T14:55:55	3.937	4.063
2015-02-15T14:56:00	3.937	4.125
2015-02-15T14:56:05	3.937	4.063
2015-02-15T14:56:10	3.937	4.125
2015-02-15T14:56:15	3.937	4.125
2015-02-15T14:56:20	3.937	4.125
2015-02-15T14:56:25	3.937	4.125
2015-02-15T14:56:30	3.937	4.125
2015-02-15T14:56:35	3.937	4.125
2015-02-15T14:56:40	3.937	4.125
2015-02-15T14:56:45	3.937	4.125
2015-02-15T14:56:50	3.937	4.125
2015-02-15T14:56:55	3.937	4.125
2015-02-15T14:57:00	3.937	4.125
2015-02-15T14:57:05	3.937	4.188
2015-02-15T14:57:10	3.937	4.125
2015-02-15T14:57:15	3.937	4.125
2015-02-15T14:57:20	3.937	4.125
2015-02-15T14:57:25	4.000	4.188
2015-02-15T14:57:30	3.937	4.125
2015-02-15T14:57:35	3.937	4.125
2015-02-15T14:57:40	4.000	4.125
2015-02-15T14:57:45	4.000	4.125
2015-02-15T14:57:50	3.937	4.125
2015-02-15T14:57:55	4.000	4.188
2015-02-15T14:58:00	4.000	4.125
2015-02-15T14:58:05	3.937	4.125
2015-02-15T14:58:10	4.000	4.125
2015-02-15T14:58:15	4.000	4.125
2015-02-15T14:58:20	3.937	4.125
2015-02-15T14:58:25	4.000	4.188
2015-02-15T14:58:30	4.000	4.188
2015-02-15T14:58:35	4.000	4.188
2015-02-15T14:58:40	3.937	4.188
2015-02-15T14:58:45	4.000	4.125
2015-02-15T14:58:50	4.000	4.188
2015-02-15T14:58:55	4.000	4.188
2015-02-15T14:59:00	4.000	4.125
2015-02-15T14:59:05	4.000	4.188
2015-02-15T14:59:10	4.000	4.188
2015-02-15T14:59:15	4.000	4.125
2015-02-15T14:59:20	4.000	4.125
2015-02-15T14:59:25	4.000	4.188
2015-02-15T14:59:30	4.000	4.125
2015-02-15T14:59:35	4.000	4.188
2015-02-15T14:59:40	4.000	4.188
2015-02-15T14:59:45	4.000	4.188
2015-02-15T14:59:50	4.000	4.188
2015-02-15T14:59:55	4.000	4.188
2015-02-15T15:00:00	4.000	4.188
2015-02-15T15:00:05	4.000	4.250
2015-02-15T15:00:10	4.000	4.188
2015-02-15T15:00:15	4.000	4.188
2015-02-15T15:00:20	4.000	4.188
2015-02-15T15:00:25	4.000	4.125
2015-02-15T15:00:30	4.000	4.188
2015-02-15T15:00:35	4.000	4.250
2015-02-15T15:00:40	4.000	4.188
2015-02-15T15:00:45	4.000	4.188
2015-02-15T15:00:50	4.063	4.188
2015-02-15T15:00:55	4.000	4.188
2015-02-15T15:01:00	4.000	4.188
2015-02-15T15:01:05	4.063	4.188
2015-02-15T15:01:10	4.063	4.250
2015-02-15T15:01:15	4.000	4.188
2015-02-15T15:01:20	4.000	4.250
2015-02-15T15:01:25	4.000	4.188
2015-02-15T15:01:30	4.063	4.188
2015-02-15T15:01:35	4.000	4.188
2015-02-15T15:01:40	4.063	4.250
2015-02-15T15:01:45	4.063	4.188
2015-02-15T15:01:50	4.000	4.188
2015-02-15T15:01:55	4.063	4.188
2015-02-15T15:02:00	4.063	4.188
2015-02-15T15:02:05	4.063	4.188
2015-02-15T15:02:10	4.063	4.250
2015-02-15T15:02:15	4.000	4.250
2015-02-15T15:02:20	4.000	4.250
2015-02-15T15:02:25	4.063	4.188
2015-02-15T15:02:30	4.063	4.188
2015-02-15T15:02:35	4.000	4.250
2015-02-15T15:02:40	4.063	4.188
2015-02-15T15:02:45	4.063	4.250
2015-02-15T15:02:50	4.000	4.250
2015-02-15T15:02:55	4.000	4.250
2015-02-15T15:03:00	4.063	4.250
2015-02-15T15:03:05	4.000	4.188
2015-02-15T15:03:10	4.063	4.250
2015-02-15T15:03:15	4.063	4.250
2015-02-15T15:03:20	4.063	4.250
2015-02-15T15:03:25	4.063	4.250
2015-02-15T15:03:30	4.063	4.250
2015-02-15T15:03:35	4.063	4.250
2015-02-15T15:03:40	4.000	4.250
2015-02-15T15:03:45	4.063	4.188
2015-02-15T15:03:50	4.063	4.250
2015-02-15T15:03:55	4.063	4.188
2015-02-15T15:04:00	4.063	4.250
2015-02-15T15:04:05	4.063	4.188
2015-02-15T15:04:10	4.063	4.250
2015-02-15T15:04:15	4.063	4.250
2015-02-15T15:04:20	4.063	4.250
2015-02-15T15:04:25	4.063	4.250
2015-02-15T15:04:30	4.063	4.250
2015-02-15T15:04:35	4.063	4.250
2015-02-15T15:04:40	4.063	4.313
2015-02-15T15:04:45	4.063	4.250
2015-02-15T15:04:50	4.063	4.188
2015-02-15T15:04:55	4.063	4.250
2015-02-15T15:05:00	4.063	4.250
2015-02-15T15:05:05	4.063	4.188
2015-02-15T15:05:10	4.063	4.250
2015-02-15T15:05:15	4.063	4.250
2015-02-15T15:05:20	4.063	4.250
2015-02-15T15:05:25	4.063	4.188
2015-02-15T15:05:30	4.063	4.188
2015-02-15T15:05:35	4.063	4.188
2015-02-15T15:05:40	4.063	4.188
2015-02-15T15:05:45	4.063	4.188
2015-02-15T15:05:50	4.063	4.125
2015-02-15T15:05:55	4.063	4.188
2015-02-15T15:06:00	4.063	4.125
2015-02-15T15:06:05	4.063	4.188
2015-02-15T15:06:10	4.063	4.125
2015-02-15T15:06:15	4.063	4.125
2015-02-15T15:06:20	4.063	4.188
2015-02-15T15:06:25	4.063	4.125
2015-02-15T15:06:30	4.063	4.125
2015-02-15T15:06:35	4.063	4.125
2015-02-15T15:06:40	4.063	4.125
2015-02-15T15:06:45	4.063	4.125
2015-02-15T15:06:50	4.063	4.125
2015-02-15T15:06:55	4.063	4.063
2015-02-15T15:07:00	4.063	4.125
2015-02-15T15:07:05	4.063	4.125
2015-02-15T15:07:10	4.063	4.063
2015-02-15T15:07:15	4.063	4.125
2015-02-15T15:07:20	4.063	4.125
2015-02-15T15:07:25	4.063	4.063
2015-02-15T15:07:30	4.063	4.063
2015-02-15T15:07:35	4.063	4.063
2015-02-15T15:07:40	4.063	4.125
2015-02-15T15:07:45	4.063	4.125
2015-02-15T15:07:50	4.063	4.063
2015-02-15T15:07:55	4.063	4.063
2015-02-15T15:08:00	4.063	4.125
2015-02-15T15:08:05	4.063	4.125
2015-02-15T15:08:10	4.063	4.063
2015-02-15T15:08:15	4.063	4.063
2015-02-15T15:08:20	4.063	4.063
2015-02-15T15:08:25	4.063	4.125
2015-02-15T15:08:30	4.063	4.063
2015-02-15T15:08:35	4.063	4.063
2015-02-15T15:08:40	4.063	4.125
2015-02-15T15:08:45	4.063	4.063
2015-02-15T15:08:50	4.063	4.063
2015-02-15T15:08:55	4.063	4.063
2015-02-15T15:09:00	4.063	4.125
2015-02-15T15:09:05	4.063	4.063
2015-02-15T15:09:10	4.063	4.063
2015-02-15T15:09:15	4.063	4.063
2015-02-15T15:09:20	4.063	4.063
2015-02-15T15:09:25	4.063	4.063
2015-02-15T15:09:30	4.000	4.063
2015-02-15T15:09:35	4.063	4.125
2015-02-15T15:09:40	4.625	4.063
2015-02-15T15:09:45	7.938	4.125
2015-02-15T15:09:50	9.437	4.125
2015-02-15T15:09:55	13.687	4.188
2015-02-15T15:10:00	16.312	4.188
2015-02-15T15:10:05	17.500	4.313
2015-02-15T15:10:10	17.687	4.375
2015-02-15T15:10:15	17.562	4.438
2015-02-15T15:10:20	17.437	4.500
2015-02-15T15:10:25	17.312	4.625
2015-02-15T15:10:30	17.125	4.750
2015-02-15T15:10:35	16.937	4.750
2015-02-15T15:10:40	16.812	4.875
2015-02-15T15:10:45	16.687	5.000
2015-02-15T15:10:50	16.500	5.250
2015-02-15T15:10:55	16.375	5.750
2015-02-15T15:11:00	16.250	6.125
2015-02-15T15:11:05	16.125	6.563
2015-02-15T15:11:10	16.062	7.000
2015-02-15T15:11:15	16.000	7.438
2015-02-15T15:11:20	15.937	7.813
2015-02-15T15:11:25	15.875	8.250
2015-02-15T15:11:30	15.875	8.562
2015-02-15T15:11:35	15.812	8.875
